1	-28.2473	-7.18716	2.96468	0.525056	-0.471739	-0.477189	0.523517
2	-28.2426	-7.20528	2.95967	0.525091	-0.471628	-0.476726	0.524003
3	-28.2555	-7.19953	2.97509	0.525047	-0.471617	-0.477144	0.523676
4	-28.3021	-7.19591	2.97118	0.525124	-0.471676	-0.477019	0.52366
5	-28.3762	-7.22641	2.95802	0.524625	-0.471776	-0.476662	0.524394
6	-28.4465	-7.19393	2.94667	0.525601	-0.471354	-0.476572	0.523879
7	-28.5336	-7.22354	2.95753	0.52498	-0.471537	-0.476828	0.524103
8	-28.6044	-7.2362	2.95657	0.524783	-0.471574	-0.476675	0.524406
9	-28.8136	-7.18854	2.9049	0.526119	-0.47093	-0.476353	0.523939
10	-28.8606	-7.28729	2.95038	0.523942	-0.471962	-0.476282	0.525255
11	-28.9931	-7.29601	2.93426	0.524221	-0.472099	-0.475729	0.525353
12	-29.1259	-7.29862	2.94056	0.523938	-0.471696	-0.476272	0.525506
13	-29.2857	-7.33238	2.91006	0.523516	-0.471235	-0.476035	0.526554
14	-29.4455	-7.34336	2.90498	0.523813	-0.471572	-0.475541	0.526404
15	-29.625	-7.40339	2.88859	0.522994	-0.471757	-0.474804	0.527715
16	-30.5317	-7.37245	2.17912	0.532372	-0.46462	-0.463726	0.534478
17	-30.0122	-7.50316	2.85023	0.522084	-0.472142	-0.473787	0.529185
18	-30.2014	-7.55304	2.81936	0.521646	-0.472194	-0.473119	0.530167
19	-30.4266	-7.61265	2.79541	0.520984	-0.471971	-0.472624	0.531456
20	-30.6	-7.68368	2.74519	0.520774	-0.471472	-0.471484	0.533115
21	-30.8264	-7.76054	2.68334	0.520237	-0.471317	-0.470164	0.534938
22	-31.0749	-7.68654	2.85578	0.519672	-0.472782	-0.473303	0.531416
23	-31.315	-7.76082	2.83947	0.518631	-0.472857	-0.472527	0.533055
24	-31.5241	-7.82967	2.82346	0.517799	-0.472922	-0.472171	0.534119
25	-32.1104	-7.52722	2.90647	0.521666	-0.4726	-0.474802	0.528277
26	-32.4011	-7.54305	2.91842	0.521239	-0.47282	-0.474768	0.528532
27	-32.7227	-7.59923	2.93023	0.520147	-0.47303	-0.47498	0.529231
28	-33.0255	-7.63343	2.98277	0.519129	-0.473851	-0.475442	0.529079
29	-33.6169	-7.46726	2.82248	0.523691	-0.471397	-0.474138	0.527945
30	-34.0583	-7.45149	2.78758	0.524574	-0.47083	-0.47367	0.527994
31	-34.349	-7.51526	2.86777	0.522643	-0.472356	-0.474211	0.528061
32	-34.7443	-7.51988	2.84823	0.52286	-0.471678	-0.474332	0.528343
33	-35.1757	-7.54283	2.83426	0.522439	-0.472123	-0.474048	0.528617
34	-35.5883	-7.57016	2.83484	0.522374	-0.472216	-0.473707	0.528903
35	-36.0761	-7.57769	2.85055	0.522063	-0.472948	-0.473623	0.528631
36	-36.4934	-7.61378	2.82572	0.521836	-0.472448	-0.473389	0.529512
37	-36.9644	-7.65365	2.8319	0.520983	-0.47279	-0.473335	0.530095
38	-37.4306	-7.69046	2.81138	0.520704	-0.472414	-0.473108	0.530906
39	-37.9361	-7.76646	2.80674	0.51929	-0.472633	-0.472868	0.532309
40	-38.7255	-7.88572	2.74582	0.517784	-0.472956	-0.471328	0.534848
41	-39.0291	-7.91302	2.72869	0.517985	-0.472985	-0.470703	0.535178
42	-39.5547	-8.05288	2.6919	0.516387	-0.473818	-0.468872	0.537588
43	-39.9483	-8.17799	2.65879	0.514703	-0.473375	-0.468324	0.540064
44	-40.2435	-8.27595	2.61461	0.513736	-0.472956	-0.467816	0.541789
45	-40.4715	-8.34243	2.58187	0.514393	-0.473023	-0.466361	0.542361
46	-41.9913	-7.59143	2.53233	0.525927	-0.469676	-0.469035	0.5318
47	-42.2826	-7.99354	2.81019	0.515785	-0.474466	-0.471069	0.53567
48	-42.8638	-7.99026	2.80424	0.516031	-0.474317	-0.471159	0.535486
49	-43.4091	-8.00713	2.85128	0.515122	-0.474744	-0.471798	0.535419
50	-44.158	-7.90285	2.80051	0.517	-0.473989	-0.471426	0.534606
51	-44.8224	-7.8778	2.78514	0.517475	-0.473684	-0.47124	0.53458
52	-45.4781	-7.85786	2.80133	0.517374	-0.474121	-0.471459	0.534097
53	-46.203	-7.86962	2.7971	0.517205	-0.474135	-0.471293	0.534395
54	-46.8568	-7.83039	2.77199	0.517728	-0.473844	-0.471367	0.534081
55	-47.5546	-7.81209	2.7687	0.517674	-0.473375	-0.471667	0.534285
56	-48.2696	-7.72048	2.75209	0.519839	-0.473004	-0.47138	0.532763
57	-48.9697	-7.63805	2.7241	0.521562	-0.472387	-0.471351	0.531651
58	-49.6239	-7.47716	2.71333	0.524772	-0.471225	-0.471683	0.529223
59	-50.2254	-7.2712	2.64274	0.529134	-0.469392	-0.471606	0.52657
60	-50.7717	-7.00964	2.55712	0.534821	-0.466849	-0.471704	0.522985
61	-51.33	-6.67735	2.41744	0.54165	-0.462749	-0.471966	0.519353
62	-52.7381	-7.55106	2.71922	0.522893	-0.471882	-0.471672	0.530505
63	-53.5222	-7.57522	2.71883	0.522867	-0.471645	-0.471447	0.530942
64	-54.3547	-7.57812	2.72323	0.522551	-0.471721	-0.4718	0.530871
65	-55.2783	-7.57406	2.63482	0.523994	-0.471159	-0.47011	0.531447
66	-56.0343	-7.55007	2.70941	0.523468	-0.471318	-0.471362	0.530715
67	-56.877	-7.59144	2.73054	0.522679	-0.471697	-0.471696	0.530858
68	-57.7512	-7.60872	2.74088	0.522167	-0.471795	-0.471805	0.531179
69	-58.641	-7.61068	2.7468	0.522172	-0.471811	-0.471868	0.531104
70	-59.5292	-7.61629	2.75345	0.522496	-0.471974	-0.4716	0.530878
71	-60.4317	-7.59815	2.75139	0.522679	-0.471576	-0.472055	0.530648
72	-61.335	-7.60277	2.7629	0.522389	-0.471746	-0.472128	0.530717
73	-62.2832	-7.6092	2.76647	0.522327	-0.471645	-0.472314	0.530703
74	-63.2256	-7.62276	2.77846	0.522006	-0.47191	-0.472175	0.530906
75	-64.1839	-7.62777	2.7738	0.522336	-0.472203	-0.471974	0.5305
76	-65.1579	-7.6185	2.78608	0.521791	-0.471583	-0.472783	0.530867
77	-66.1238	-7.59035	2.77467	0.521803	-0.472477	-0.47165	0.531068
78	-67.1627	-7.57651	2.79077	0.519721	-0.474168	-0.470514	0.532608
79	-68.1634	-7.53597	2.78138	0.519407	-0.474622	-0.469454	0.533444
80	-69.1956	-7.53826	2.81629	0.51777	-0.475802	-0.469594	0.533862
81	-70.2274	-7.54098	2.78672	0.51737	-0.475935	-0.468446	0.535137
82	-71.2583	-7.51208	2.82416	0.516979	-0.476584	-0.468416	0.534964
83	-72.335	-7.49187	2.81875	0.516651	-0.476982	-0.46806	0.535238
84	-73.3807	-7.46229	2.84173	0.51626	-0.476937	-0.468527	0.535247
85	-74.4857	-7.43985	2.81359	0.516572	-0.477113	-0.467927	0.535313
86	-75.5925	-7.41699	2.8369	0.51627	-0.477645	-0.467939	0.53512
87	-76.71	-7.39494	2.82816	0.516254	-0.477611	-0.468122	0.535006
88	-77.8174	-7.4098	2.81996	0.515631	-0.47738	-0.46819	0.535752
89	-78.9631	-7.37428	2.82277	0.515538	-0.477081	-0.46847	0.535864
90	-80.1063	-7.35876	2.82308	0.515492	-0.477187	-0.468556	0.535739
91	-81.2517	-7.3474	2.83744	0.515807	-0.477709	-0.468147	0.535328
92	-82.4047	-7.30961	2.8343	0.516027	-0.477415	-0.468415	0.535143
93	-83.5877	-7.28095	2.83763	0.515991	-0.477492	-0.468646	0.534907
94	-84.7561	-7.22988	2.8514	0.516729	-0.47768	-0.468899	0.533804
95	-85.9716	-7.2231	2.83786	0.516347	-0.477308	-0.468748	0.534638
96	-87.2035	-7.19984	2.8301	0.516425	-0.477434	-0.4689	0.534317
97	-88.4349	-7.21665	2.8392	0.515646	-0.477638	-0.468941	0.534851
98	-89.6459	-7.20973	2.83332	0.515657	-0.477934	-0.468515	0.53495
99	-90.8915	-7.20803	2.80023	0.515467	-0.477442	-0.46818	0.535865
100	-92.1025	-7.27247	2.80124	0.514181	-0.478162	-0.467366	0.537166
101	-93.2698	-7.53502	2.62591	0.511605	-0.477788	-0.462098	0.544467
102	-94.7304	-7.13886	2.79858	0.515865	-0.477838	-0.467675	0.535568
103	-96.0529	-7.13456	2.80207	0.515222	-0.477959	-0.467908	0.535877
104	-97.389	-7.09221	2.76899	0.516261	-0.477193	-0.467464	0.535947
105	-98.701	-7.05398	2.80447	0.515719	-0.477944	-0.467938	0.535386
106	-100.053	-7.00935	2.80023	0.51584	-0.477497	-0.468172	0.535464
107	-101.382	-6.97598	2.82563	0.515997	-0.477932	-0.468557	0.534586
108	-102.749	-6.94746	2.80937	0.516081	-0.477719	-0.468463	0.534778
109	-104.119	-6.90184	2.80004	0.516392	-0.477444	-0.468555	0.534643
110	-105.523	-6.87173	2.81966	0.516559	-0.478199	-0.468549	0.533811
111	-106.923	-6.84486	2.80766	0.516252	-0.477374	-0.469011	0.534439
112	-108.389	-6.78835	2.7764	0.518255	-0.476768	-0.469022	0.533032
113	-109.779	-6.90405	2.73434	0.571946	-0.424146	-0.515628	0.476556
114	-111.017	-7.11499	2.56518	0.646656	-0.336153	-0.571287	0.377451
115	-112.201	-8.50793	2.74782	0.690474	-0.243532	-0.62297	0.275402
116	-113.027	-9.63577	2.75407	0.720797	-0.15782	-0.648164	0.188224
117	-113.552	-10.9648	2.75842	0.733895	-0.100582	-0.660277	0.123755
118	-113.901	-12.3696	2.71139	0.740667	-0.0600909	-0.664485	0.0791309
119	-114.123	-13.8095	2.72023	0.742964	-0.0320407	-0.666989	0.0458753
120	-114.174	-15.3168	2.72542	0.744062	-0.0113923	-0.667639	0.0223808
121	-114.124	-16.8863	2.85908	0.741832	-0.00119624	-0.670435	0.0141662
122	-114.437	-18.219	2.57333	0.746612	0.000687729	-0.665239	0.00522365
123	-114.346	-19.7956	2.74189	0.744052	0.000480874	-0.668074	0.00803944
124	-114.309	-21.3709	2.74058	0.744143	-0.000464785	-0.667962	0.00878143
125	-114.322	-22.9301	2.76214	0.743833	-0.00037781	-0.668307	0.00884378
126	-114.334	-24.5096	2.72435	0.744484	-0.000581337	-0.667588	0.00828651
127	-114.317	-26.1243	2.72488	0.744292	-0.00071751	-0.667796	0.00879244
128	-114.253	-27.6601	2.69929	0.744474	-0.00202269	-0.667583	0.00931745
129	-114.009	-29.1388	2.60757	0.745755	-0.00326039	-0.666029	0.0156097
130	-114.063	-30.5844	2.6325	0.745329	-0.00300622	-0.666549	0.0137312
131	-114.324	-32.5627	2.7305	0.744056	-0.00201567	-0.668066	0.00800488
132	-114.383	-34.2496	2.71824	0.744397	-0.00153822	-0.6677	0.00695163
133	-114.406	-35.8603	2.72133	0.744322	-0.0019407	-0.667791	0.00600283
134	-114.383	-37.5193	2.73347	0.744128	-0.00195397	-0.668003	0.00642564
135	-114.4	-39.2178	2.69768	0.744825	-0.00138452	-0.667222	0.00696514
136	-114.442	-40.8238	2.71025	0.744449	-0.000882773	-0.667656	0.00552748
137	-114.389	-42.6479	2.71705	0.744326	-0.00103136	-0.667783	0.00667018
138	-114.377	-44.3555	2.71337	0.744389	-0.00180192	-0.667715	0.00628064
139	-114.398	-46.0288	2.70345	0.744786	-0.00187045	-0.667279	0.00540364
140	-114.406	-47.7294	2.71577	0.744475	-0.00129547	-0.667626	0.00557954
141	-114.404	-49.4812	2.6961	0.744956	-0.00128296	-0.667089	0.00548487
142	-114.419	-51.1915	2.68583	0.745145	-0.00217303	-0.666885	0.00438024
143	-114.372	-52.9119	2.71363	0.744947	-0.00190467	-0.667097	0.00565126
144	-114.37	-54.6657	2.74507	0.744569	-0.00248116	-0.66752	0.00521297
145	-114.366	-56.4223	2.72211	0.744882	-0.00204942	-0.66717	0.0054953
146	-114.335	-58.134	2.77217	0.744181	-0.00245175	-0.667945	0.00611183
147	-114.335	-59.9867	2.77799	0.744042	-0.00186848	-0.668096	0.00682338
148	-114.335	-61.739	2.78748	0.743692	-0.00103167	-0.668475	0.00783225
149	-114.366	-63.521	2.79666	0.743687	-0.000619181	-0.66849	0.00703164
150	-114.35	-65.3382	2.79152	0.743747	-0.000505127	-0.668414	0.00795575
151	-114.343	-67.2106	2.79735	0.743506	-0.000802906	-0.668682	0.00785994
152	-114.301	-69.0318	2.82859	0.742783	0.000255986	-0.66946	0.00988097
153	-114.339	-70.9187	2.87179	0.742141	0.000719733	-0.670179	0.00927922
154	-114.322	-72.7692	2.85544	0.742316	-0.00255879	-0.669915	0.0132247
155	-114.365	-74.6204	2.86891	0.740695	-0.0295379	-0.669814	0.042988
156	-114.618	-76.5181	2.83529	0.737513	-0.0679324	-0.666421	0.0856844
157	-115.236	-78.3654	2.86508	0.727378	-0.126149	-0.658196	0.147601
158	-116.186	-80.0416	2.84143	0.700261	-0.21348	-0.634221	0.248646
159	-117.56	-81.2833	2.82194	0.640609	-0.331256	-0.58025	0.378416
160	-119.287	-81.9141	2.84309	0.560884	-0.433147	-0.508396	0.48921
161	-121.186	-81.9695	2.84542	0.521818	-0.471291	-0.47308	0.530835
162	-123.13	-81.99	2.83052	0.522201	-0.471593	-0.472487	0.530718
163	-125.034	-82.0121	2.84518	0.520965	-0.471594	-0.473059	0.531423
164	-126.994	-82.0494	2.86805	0.51997	-0.471973	-0.473083	0.532039
165	-128.964	-82.0658	2.85098	0.520078	-0.471816	-0.47282	0.532306
166	-130.934	-82.014	2.87073	0.520976	-0.472314	-0.473269	0.530584
167	-132.862	-82.0058	2.87355	0.520069	-0.471347	-0.474372	0.531349
168	-134.867	-82.0409	2.86264	0.520011	-0.471975	-0.47362	0.531519
169	-136.872	-82.0838	2.87818	0.519466	-0.472793	-0.473396	0.531524
170	-138.929	-82.0876	2.83911	0.519994	-0.472384	-0.473019	0.531707
171	-140.88	-82.0398	2.87676	0.520706	-0.472971	-0.473472	0.530083
172	-142.936	-82.0324	2.8874	0.520168	-0.472561	-0.474497	0.530061
173	-144.95	-82.0549	2.87076	0.520275	-0.472809	-0.473727	0.530423
174	-147.009	-82.0855	2.84103	0.520426	-0.472978	-0.473102	0.530682
175	-149.009	-82.1147	2.82953	0.520316	-0.473422	-0.472448	0.530976
176	-151.142	-82.0648	2.80203	0.521542	-0.472708	-0.472455	0.530403
177	-153.198	-82.059	2.75503	0.522151	-0.472391	-0.471862	0.530613
178	-155.25	-82.0438	2.73599	0.52269	-0.471507	-0.472361	0.530426
179	-157.312	-82.0065	2.72254	0.514246	-0.478479	-0.465087	0.538797
180	-159.326	-81.7663	2.72969	0.454344	-0.525677	-0.411138	0.590085
181	-161.293	-80.8496	2.75477	0.331608	-0.595874	-0.301102	0.666563
182	-162.613	-79.2359	2.77958	0.14259	-0.65436	-0.132357	0.730728
183	-163.108	-77.1962	2.83719	0.00254076	-0.668928	-0.00711283	0.743289
184	-163.11	-75.166	2.83466	-0.00583067	-0.668554	0.000799346	0.74364
185	-163.075	-73.0037	2.80303	-0.00392137	-0.668051	0.00142349	0.744104
186	-163.093	-70.9183	2.77597	-0.00533977	-0.667645	0.000506326	0.744461
187	-163.125	-68.7882	2.82516	-0.00626895	-0.668458	0.000649447	0.743724
188	-163.129	-66.7065	2.80747	-0.0053383	-0.667815	0.00109685	0.744307
189	-163.147	-64.5884	2.82346	-0.00577748	-0.668403	0.000732319	0.743777
190	-163.174	-62.406	2.81769	-0.00673819	-0.668303	-3.11978e-05	0.743859
191	-163.134	-60.2272	2.77945	-0.00505407	-0.667695	0.000948369	0.744417
192	-163.136	-58.0371	2.76029	-0.0042103	-0.667297	0.00221087	0.744777
193	-163.154	-55.8997	2.7327	-0.00384799	-0.666871	0.00209783	0.74516
194	-163.262	-53.7432	2.745	-0.00724244	-0.666864	0.00211554	0.745141
195	-163.244	-51.574	2.75937	-0.00704214	-0.667111	0.00175479	0.744923
196	-163.263	-49.4345	2.80604	-0.00712492	-0.668112	0.00274512	0.744022
197	-163.233	-47.1972	2.80682	-0.00650702	-0.668035	0.00256782	0.744097
198	-163.257	-44.955	2.78114	-0.00654733	-0.667479	0.00282778	0.744595
199	-163.222	-42.701	2.77979	-0.00656485	-0.667188	0.00212824	0.744857
200	-163.244	-40.5157	2.78419	-0.00753112	-0.667245	0.00251113	0.744796
201	-163.239	-38.3374	2.81978	-0.00773099	-0.66792	0.00231923	0.744189
202	-163.232	-36.167	2.82076	-0.00799151	-0.66793	0.002486	0.744177
203	-163.262	-33.8222	2.84611	-0.00961183	-0.668124	0.00187595	0.743986
204	-163.329	-31.5875	2.87358	-0.0105614	-0.668615	0.00338165	0.743526
205	-163.311	-29.4451	2.88623	-0.010352	-0.668709	0.00377146	0.743443
206	-163.24	-27.1437	2.89003	-0.00945203	-0.669018	0.00274442	0.743181
207	-163.261	-24.9156	2.87943	-0.0105429	-0.668961	0.00258071	0.743218
208	-163.131	-22.6045	2.86239	-0.00836356	-0.669016	0.000924547	0.7432
209	-163.121	-20.2943	2.84441	-0.00834351	-0.668833	0.000349635	0.743366
210	-163.052	-17.9036	2.77356	-0.00725555	-0.667545	-0.00124887	0.744533
211	-163.041	-15.7049	2.77754	-0.00602237	-0.667555	-0.000648403	0.744535
212	-162.968	-13.5789	2.83202	-0.00412716	-0.66851	-0.00120049	0.743691
213	-162.999	-11.2565	2.80136	-0.00451243	-0.667946	-0.00145054	0.744195
214	-163.023	-8.97429	2.77266	-0.00405926	-0.667423	-0.000355542	0.744668
215	-162.982	-6.75511	2.7633	-0.00240692	-0.667267	-0.000834699	0.744814
216	-163.036	-4.49037	2.80602	-0.00206237	-0.667932	0.000476076	0.744219
